id,name,host_name,neighbourhood_group,neighbourhood,room_type,floor,price
32222783,SHOOTS ONLY  Industrial Dumbo Warehouse Studio,Michael,Brooklyn,Vinegar Hill,Entire home/apt,1,207.4537583
12404820,Perfect Neighborhood sublet,Daniel,Brooklyn,Park Slope,Private room,1,92.42366558
25204567,Sunny room + Private rooftop,Julien,Brooklyn,Bedford-Stuyvesant,Private room,1,91.258068
10115542,Chic Studio in Heart of Manhattan!,Casey,Manhattan,Kips Bay,Entire home/apt,1,289.132726
29762648,New York Manhattan Club Metro Suite,Carole,Manhattan,Midtown,Private room,16,261.1470638
2276383,Penthouse with Private Rooftop for Events/Shoots,Mike,Manhattan,Greenwich Village,Entire home/apt,5,287.7995203
9317779,Bedroom for two near St Marks,Enzo,Manhattan,East Village,Private room,16,535.8847018
34256683,Great 3Bedroom Apt in Stunning Location,Zara,Manhattan,Chelsea,Entire home/apt,1,287.310175
2500560,"Ingefära Hus! One bedroom Williamsburg, Brooklyn",Ginger,Brooklyn,Williamsburg,Entire home/apt,1,205.6499491
22246864,••Rare Find! Modern Room Near Subway & JFK••,Yola,Queens,Woodhaven,Private room,5,79.97938239
3924820,Manhattan - Next to Subway!,Matias & Marlana,Manhattan,Harlem,Private room,16,245.8685157
35807543,Beautiful beach apartment,Mary,Queens,Rockaway Beach,Entire home/apt,5,81.99702042
17186648,Awesome Bedroom in Beautiful Brooklyn Apartment,Mark,Brooklyn,Crown Heights,Private room,1,90.60845084
13276525,EXECUTIVE MANHATTAN GREEN ROOM WITH ALL AMENITIES,David,Manhattan,Harlem,Private room,1,129.0918933
33181402,Beautiful Bed-Stuy Brownstone w/ Outdoor Oasis,Dan & Bliss,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,195.1436882
22043565,Perfect UWS Prewar 1 bedroom apartment!,Maurine,Manhattan,Upper West Side,Entire home/apt,16,520.7664796
13523692,RARE NYC LOFT in Perfect Location,Hudson,Manhattan,Lower East Side,Entire home/apt,16,534.7978306
212544,Quiet One Bedroom in Park Slope,Daniel,Brooklyn,Gowanus,Entire home/apt,16,519.457239
471845,Gorgeous Summer Duplex/Yard sublet,Verena  And Dylan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,16,517.1349345
19069994,Apt in W 48th with  private patio,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,1,281.8478047
8984085,Bedroom with private bathroom & rooftop in duplex,Benjamin,Brooklyn,Crown Heights,Private room,1,265.7954004
30510107,Brooklyn Designer Home!! Private Bedroom/Bathroom,Agate,Brooklyn,Crown Heights,Private room,1,92.96913691
35800903,MIDTOWN WEST  APARTMENT,Matt,Manhattan,Hell's Kitchen,Entire home/apt,16,532.4148696
1225110,"Lovely, Private Home in Greenpoint",Alex,Brooklyn,Greenpoint,Entire home/apt,16,530.2578791
17665943,"Room in Queens, NY, near LGA.",Sonia,Queens,East Elmhurst,Private room,5,81.44299763
28053065,Astoria Room,Martin & Soledad,Queens,Astoria,Private room,5,86.00746976
21728093,Adorable Williamsburg apartment,Annie,Brooklyn,Williamsburg,Private room,1,102.2202633
4148280,Comfy and Smart on Prospect Park,Keturah,Brooklyn,Prospect-Lefferts Gardens,Private room,16,246.9079457
18222359,LIVE BROOKLYN! Private 1 BR APT - 5 min to Subway,David,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,199.5439521
26336898,NYC cozy room in Upper East Side,Tom,Manhattan,Upper East Side,Private room,16,520.4401507
602250,College Students see New York !,Miriam,Queens,Cambria Heights,Private room,5,255.8880452
29453203,Serene & clean stay in a luxury building,Kat,Manhattan,East Harlem,Private room,16,250.3317683
20009122,HEART of MANHATTAN,Lara,Manhattan,Hell's Kitchen,Private room,16,530.3931117
27906043,Chic entire downstairs in 3br duplex,Sara,Queens,Ridgewood,Private room,5,267.1388704
35289875,JUST 4.4 MILES FROM MANHATTAN NEAR TRAIN,Carlos,Queens,Middle Village,Entire home/apt,5,161.4736494
29058512,Modern East Village Apt - Available Last Minute,Adam,Manhattan,East Village,Entire home/apt,1,284.9533947
26757602,A room for rest before you wander,Rebecca,Brooklyn,Crown Heights,Entire home/apt,1,196.0580412
20982593,Charming Apartment near Empire State Building,Cezar,Manhattan,Murray Hill,Entire home/apt,16,538.1607577
22237930,Cozy Bushwick room with lots of natural light,Gareth,Brooklyn,Bushwick,Private room,1,90.22128421
33689606,Luxury 3 Double-Bed Park Slope Apt Steps from Park,Kate,Brooklyn,Park Slope,Entire home/apt,1,196.7777292
18214015,Quiet Private Bedroom in the heart of Little Italy,Sheba,Manhattan,Little Italy,Private room,1,147.4138773
12522024,GREAT STUDIO IN HEART OF EAST VILLAGE!,Tom,Manhattan,East Village,Entire home/apt,1,287.310175
30587338,Spacious 2 bedroom near Central Park,Dayane,Manhattan,Upper East Side,Private room,1,139.1780561
21281237,Manhattan Luxury 1-BDRM w/ Terrace; 24hr Doorman,Roxanne,Manhattan,Harlem,Entire home/apt,1,264.5608659
6948161,Awesome Studio in Chelsea,Julian,Manhattan,Chelsea,Entire home/apt,1,288.0992127
33910837,Nest,Adriana,Manhattan,Washington Heights,Private room,1,259.5696875
22361004,Manhattan NY Luxurious Hotel,Dez,Manhattan,Midtown,Entire home/apt,16,531.3009752
25543393,Charming Photo Set & Studio Loft,Blake,Brooklyn,Williamsburg,Entire home/apt,1,200.6158062
32671733,Luxury studio close to central park,Jasmine,Manhattan,Hell's Kitchen,Entire home/apt,16,527.6044316
20070087,Private Bedstuy Bedroom,Richard,Brooklyn,Bedford-Stuyvesant,Private room,1,95.12901077
21429062,Beautiful spacious duplex in Bed Stuy Brooklyn,Tonie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,198.5704597
35127865,Luxury Apartment in Manhattan,Robert,Manhattan,Upper West Side,Entire home/apt,1,278.0852629
5545876,Sunny one bedroom blocks from park and trains,Jaclyn,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,1,193.9688377
10123090,Midtown Manhattan steps from 5thAve,Yvonne,Manhattan,Midtown,Entire home/apt,1,282.796156
972426,"BIG, COMFY, PRIV. room, Big apt, yard, Will-B dplx",M,Brooklyn,Williamsburg,Private room,1,203.2031666
35652031,Comfortable private bedroom in Apartment,Renee,Brooklyn,Bedford-Stuyvesant,Private room,1,92.81863656
10524365,Parlor apt 1 block from Times Sq,Mike,Manhattan,Hell's Kitchen,Entire home/apt,1,283.8811414
32890197,Brooklyn Room with 2 Chill Guys,Angelo,Brooklyn,Bushwick,Private room,1,93.27862219
17817203,Room rent for close to Manhattan,Sandra,Queens,Astoria,Private room,5,85.44234608
19308199,Sunny beautiful large bedroom in Williamsburg,Luis,Brooklyn,Williamsburg,Private room,1,203.5376288
11840404,1 BR High End Renovations & Design,Corporate Housing,Manhattan,Kips Bay,Entire home/apt,16,537.8482968
9979707,Lincoln Center Luxury Sunny & Modern Br,Marcela,Manhattan,Upper West Side,Private room,16,258.159544
3080233,1BR UNFURN SUBLET in Williamsburg,Benjamin,Brooklyn,Williamsburg,Entire home/apt,1,202.7177886
9768333,"Spacious 1BD, City View, Near Train",Daniel,Queens,Astoria,Entire home/apt,20,518.7759176
29825609,Spacious Sunny Balcony Room in Williamsburg,Mark,Brooklyn,Williamsburg,Private room,16,523.5199543
8679596,1 bedroom in nyc,Denetrias,Manhattan,Hell's Kitchen,Entire home/apt,1,283.0228928
8272122,Cozy Room 4 stops from 5 avenue,Verena,Queens,Astoria,Private room,5,92.81863656
34035902,Luxury Hudson yards apartment on the High line,Irina,Manhattan,Chelsea,Entire home/apt,17,533.6894857
992598,"Village Life, 2-Bedroom, East Village",Sascha,Manhattan,East Village,Private room,1,147.3389696
16154699,1 Bedroom Apartment on tree-lined street,Jeffrey,Manhattan,Harlem,Entire home/apt,16,515.3132349
262478,Chic + Stylish room in heart of LowerEastSide NYC!,Juliana,Manhattan,Lower East Side,Private room,16,264.0410497
21048346,Room in Hell's Kitchen luxury building,Adam,Manhattan,Hell's Kitchen,Private room,1,142.5498183
30393527,"Bright East Village 1BR w/ Balcony, Doorman + Gym by Blueground",Blueground,Manhattan,East Village,Entire home/apt,16,535.5152551
9943876,"Bright, sunny, cozy, convenient Williamsburg 1-BR",Nicholas,Brooklyn,Williamsburg,Entire home/apt,1,207.4537583
19828845,Chic & Sleek Mid-Century Styled Apt,Nina,Brooklyn,Crown Heights,Entire home/apt,1,194.8473685
693597,UWS Charming 1 bedroom + loft,Larysa,Manhattan,Upper West Side,Entire home/apt,1,277.5409958
18077560,Beautiful Large Private Room-Great location,Blanca,Brooklyn,Clinton Hill,Private room,1,94.61604073
4128450,"Sunny, Spacious 1BR in BoCoCa",P,Brooklyn,Cobble Hill,Entire home/apt,1,203.2444882
14117696,Charming and Quiet West Village Studio,Thomas,Manhattan,West Village,Entire home/apt,16,536.3570059
602453,Cosy Large Bedroom Park Slope,Nat,Brooklyn,Park Slope,Private room,1,92.1642591
32403665,3rd floor Master Suite,Patricia,Brooklyn,Bushwick,Private room,1,90.3428451
14959161,Upper East Side 1 Bedroom Near MSK,Kara,Manhattan,Upper East Side,Entire home/apt,1,280.6198622
9713045,Lovely and spacious 2BR/2 bath apt,Cedrick,Manhattan,Harlem,Entire home/apt,1,266.5601252
33154669,Center Located OneBedroom CloseTo LGA Train7/E/F,Yu Qun,Queens,Elmhurst,Entire home/apt,5,162.0505725
22969873,A Room in a 3BR Bushwick Apartment,Bill,Brooklyn,Bushwick,Private room,1,93.12243912
30131250,Private Bushwick Bedroom Madison 3L-1,Nina,Brooklyn,Bedford-Stuyvesant,Private room,1,91.72543365
5402632,Private BDR/BATH in Luxury Condo near Times Square,Ashley,Manhattan,Hell's Kitchen,Private room,16,263.6737267
33135126,Light Filled 1BDRM in Clinton Hill,Lauren,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,198.8754899
15342457,Beautiful 3 BR-2 BA duplex with deck in Park Slope,Gisele,Brooklyn,Windsor Terrace,Entire home/apt,1,195.0127505
7824018,"Hell's Kitchen, the ❤️ of the city!",Caroline,Manhattan,Hell's Kitchen,Private room,16,262.0920576
2671737,Private room in shared 2BR,Micky,Manhattan,Washington Heights,Private room,16,243.8159706
18025342,"1BR near Mt Sinai, Columbia, Cent Pk. Must See!",Zach,Manhattan,East Harlem,Private room,16,249.1005085
14041728,Spacious studio close to Manhatten,Michael,Queens,Sunnyside,Entire home/apt,5,169.8123328
34671704,"Modern and fun 2 bdrm in Williamsburg, Brooklyn",Gali,Brooklyn,Williamsburg,Entire home/apt,1,209.0023913
22001385,Comfortable room in FIDI,Pierre,Manhattan,Two Bridges,Private room,1,145.6449827
23894403,Chic Bohemian 1 br in the heart of West Village,Daniel,Manhattan,West Village,Entire home/apt,1,286.1849218
7575626,Charming West Village Full Bed Apt,Lauren,Manhattan,Greenwich Village,Private room,1,148.422192
23108652,"Big, Private, Hip 2BR in Williamsburg w/Terrace",Redford,Brooklyn,Williamsburg,Entire home/apt,1,206.5761323
17560078,Studio Apartment in Upper East Side,Jing,Manhattan,Upper East Side,Entire home/apt,16,521.8063673
18812670,Midtown Luxury Living room close to Highline,Chen,Manhattan,Chelsea,Private room,16,262.6230122
9118958,Nice Room in private house,Herman,Queens,Richmond Hill,Private room,5,125.2339972
22812324,"Spacious 1 bed in the heart of Bed-Stuy, Brooklyn!",Christopher,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,200.0982269
17529637,Large bedroom in the heart of the East Village,Nicholas,Manhattan,East Village,Private room,1,148.422192
35545626,Large quite apartment across from beautiful park,Mordechai,Manhattan,Morningside Heights,Entire home/apt,16,516.0632122
34976735,Bright Private Apt in Ideal Location Manhattan,Taylor,Manhattan,Gramercy,Entire home/apt,16,538.1607577
36353482,EAST VILLAGE Apt. (ABC City) w/awesome Roof Deck,Zack,Manhattan,East Village,Private room,1,146.9698591
19720126,Spacious West Harlem Studio!,Anne,Manhattan,Harlem,Entire home/apt,16,512.5627251
9928024,Get cozy on a historic Brooklyn St,Erin,Brooklyn,Bedford-Stuyvesant,Private room,1,90.80215819
7789152,Charming exposed brick apartment,Dipak,Manhattan,Lower East Side,Entire home/apt,1,284.7001019
26138483,Manhattan Mid-town Time Square Cozy Bedroom,槟利,Manhattan,Hell's Kitchen,Private room,16,260.7863603
22882677,"Charming, Spacious Apartment on theUpper East Side",Kristen,Manhattan,Upper East Side,Entire home/apt,1,274.239109
6686332,Modern/Sunny Apt Close to Train!,Alyson,Brooklyn,Bushwick,Entire home/apt,1,196.2059714
22162572,1BED 1 BATH /UPPER WEST SIDE /Lincoln Center,Emily,Manhattan,Upper West Side,Entire home/apt,1,277.0684226
16177263,The Wild Wild West (village),Nina,Manhattan,West Village,Entire home/apt,16,535.8847018
2416104,"Private home, quiet Brooklyn street",Hetty,Brooklyn,Kensington,Entire home/apt,16,513.1266555
34420814,Beautiful Room + Private Bath Same St As Subway!,Marcelo,Brooklyn,Bedford-Stuyvesant,Private room,1,89.01261121
33680582,Beautiful Apt in the Heart of the Upper East Side,Alexandra,Manhattan,Upper East Side,Entire home/apt,16,522.2500089
22250271,"Cute, Comfy & Cozy Room in Brooklyn",Alicia,Brooklyn,Bedford-Stuyvesant,Private room,1,92.44397625
23150033,Spacious zen apartment. Close to King's hwy stop.,Ekaterina,Brooklyn,Midwood,Entire home/apt,1,188.7950953
34172912,Beautiful apartment in prime Soho NYC,Andrea,Manhattan,Greenwich Village,Entire home/apt,1,286.9275512
24000797,Stunning Brooklyn Suite,Anthony,Brooklyn,Canarsie,Entire home/apt,1,188.7225551
33023192,Retro room in Astoria - 15m to Manhattan,Michelle,Queens,Astoria,Private room,5,86.40374395
28910248,"❤️ Private Studio+Bath+Balcony, 15 mins to City",Mia,Brooklyn,Bushwick,Private room,1,92.00878356
12113280,Brooklyn Summer Haven- Private Room!,Ruby,Brooklyn,Bedford-Stuyvesant,Private room,1,90.37357262
19954367,"Large, New, Modern Uptown Room - 2",Anthony,Manhattan,Harlem,Private room,16,245.4807257
4983264,Comfortable room steps from Central Park,Lucie,Manhattan,Harlem,Private room,16,249.11987
6452788,Huge Bright Room in Williamsburg,Luca,Brooklyn,Williamsburg,Private room,1,203.7944378
16122441,Big and Bright Apartment with Balcony,Sebastian,Manhattan,East Harlem,Entire home/apt,16,514.0061684
24438564,Chic one Bedroom apartment NYC,Oscar,Queens,Ridgewood,Entire home/apt,5,265.9057757
34997345,Cozy 2Bed in the Heart of East Village!,Grace,Manhattan,East Village,Entire home/apt,16,534.9745684
7216192,Room in classic Harlem brownstone,Kirsti,Manhattan,Harlem,Private room,16,247.6298214
29707860,Entire Basement w/ Warm+Friendly+Brooklyn  Energy!,Eli,Brooklyn,Cypress Hills,Entire home/apt,1,191.9515229
9991265,Iconic NY loft apt in West village,Zoe,Manhattan,West Village,Entire home/apt,1,286.5525419
22515792,Private Bedroom in Brownstone Near Subway,Brady,Brooklyn,Bedford-Stuyvesant,Private room,1,91.87525245
959871,Bask in the light! Studio bedroom in Williamsburg,Derek,Brooklyn,Williamsburg,Private room,16,526.8336056
7095125,"Discount! Mins to SOHO -Queen bed, spacious",Kandee,Manhattan,Lower East Side,Private room,16,264.115592
29884497,~ cosy DWELLING for NYC MIDTOWN explorers ~,Andrew,Manhattan,Hell's Kitchen,Private room,1,144.2491499
29281128,NYC LUXURY STUDIO,Erika,Manhattan,Hell's Kitchen,Entire home/apt,1,283.1757606
22266538,Huge Bedroom with Private Entrance and Yard Access,Bobby,Brooklyn,Williamsburg,Private room,1,95.87994366
18737235,Brooklyn Garden Apartment,Julio,Brooklyn,Clinton Hill,Entire home/apt,1,199.5740036
2135766,"Super Bowl, 2 bdrm, UWS apartment ",Julie,Manhattan,Upper West Side,Entire home/apt,17,519.5456338
22214383,UNIQUE 1 BED ROOM in FLATIRON/NOMAD/GRAMERCY,Colette,Manhattan,Midtown,Entire home/apt,16,538.6926953
28258594,Cozy Private Bedroom 5mins to NYC,Nma,Queens,Long Island City,Private room,5,87.48572596
30769015,Heart of Bedford Stuyvesant.  Next to subway.   Full floor in brown stone.  Great neighborhood.   20 minutes to downtown Manhattan.   Best place ever.,Sam,Brooklyn,Bedford-Stuyvesant,Entire home/apt,16,251.1341168
3218526,Sunny Suite in Historic Brooklyn,Samantha And Scott,Brooklyn,Flatbush,Entire home/apt,1,262.226122
4294969,Welcome to my home,Ross,Manhattan,Greenwich Village,Entire home/apt,1,287.9987989
4250746,Newly-Renovated 2BR/1BTH Garden Apt,Kevin,Brooklyn,Bushwick,Entire home/apt,1,267.4872842
1182844,"Large apt at Central Park, TimesSq",Alex,Manhattan,Hell's Kitchen,Entire home/apt,16,531.016179
14143250,"Clean, cozy, comfortable private room. Perfect Loc",Joy,Brooklyn,Crown Heights,Private room,1,91.47015858
21851228,"Clean, Comfy and Central Midtown Haven!",Sasha,Manhattan,Midtown,Entire home/apt,1,286.0038149
17266124,"Shay's Place #1
( 1 Bdrm. Apt )
5 mins From JFK",Sheila,Queens,Springfield Gardens,Entire home/apt,5,154.1900299
8025,CBG Helps Haiti Room#2.5,Lisel,Brooklyn,Park Slope,Private room,16,251.3849138
13163474,"Cozy, Sunny, UWS Junior One Bedroom",Sami,Manhattan,Upper West Side,Entire home/apt,1,270.8841307
21292185,"Great shared room / Best price, high quality!",Sergey,Brooklyn,Bushwick,Shared room,16,247.4421337
34397646,Charming Bedstuy Brownstone,Kyle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,194.7929673
12404998,Cosy 1 bedroom apartment in Astoria,Kim,Queens,Astoria,Entire home/apt,5,166.9444717
9168009,Room available in Midtown West NYC,Ye,Manhattan,Midtown,Private room,16,531.1579566
35085042,"Gorgeous, spacious Brooklyn Studio",Ethan,Brooklyn,Gowanus,Entire home/apt,1,199.6950661
28220443,The Library @ Guacamaya's Nest,Maya,Brooklyn,Crown Heights,Private room,1,91.24066473
7404540,Room with a View,Nadine,Manhattan,Kips Bay,Private room,16,265.1189014
31001961,Luxury Studio style room in Manhattan Brownstone,Andrew,Manhattan,Harlem,Private room,1,130.6347155
29860810,Sun-drenched duplex apartment,Sabrina,Brooklyn,Williamsburg,Private room,1,96.46814982
21408811,Spacious PRIVATE Room,Richard,Queens,Ridgewood,Private room,5,82.40075339
34895344,"West 55th street, Lux 1bd Serviced Apartment",Ken,Manhattan,Hell's Kitchen,Entire home/apt,1,279.5421393
6586663,Studio in the LES,Chris,Manhattan,Lower East Side,Entire home/apt,16,535.4240309
21678587,Harlem Gem,Valerie,Manhattan,East Harlem,Entire home/apt,16,514.4696893
27407257,Cozy 2 bedroom in Bedford Stuyvesant,Chao,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,197.1717658
32292954,Split level Front walk-in Apartment,Rafael,Queens,East Elmhurst,Private room,5,80.72302899
31142239,Brooklyn Retreat,Winston,Brooklyn,East Flatbush,Entire home/apt,1,191.6254171
13372847,Studio apartment in Cobble Hill,Elise,Brooklyn,Carroll Gardens,Entire home/apt,1,202.0617219
4498688,"Large, Immaculate Brooklyn 2 BR apt, sleeps 4-5",Tanya,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,198.0903906
2154075,"Brooklyn Charm, Close to Manhattan (30+ Days Only)",Joni,Brooklyn,Bedford-Stuyvesant,Entire home/apt,16,518.1891247
22227610,A suite like room with a private bathroom.,Sam,Brooklyn,Borough Park,Private room,1,88.62425001
4644828,Hip&Central! Charming Williamsburg!,Johnny,Brooklyn,Williamsburg,Entire home/apt,1,208.1486183
10165181,Beautiful Unique Greenpoint Loft Suite,Henry Norman,Brooklyn,Greenpoint,Private room,1,100.0405883
2453730,"Sunny, charming duplex in best Brooklyn 'hood",Georgia,Brooklyn,Gowanus,Entire home/apt,1,200.1298703
3301484,"Great Apt,  Great Area",Linda,Manhattan,Upper West Side,Private room,1,132.7205
15497406,Bluebird Luxury 1 BR Apartment Near Times Square!,Bluebird,Manhattan,Hell's Kitchen,Entire home/apt,17,531.3009752
31085569,AFFORDABLE LUXURY...ENTIRE APARTMENT @ Its Best!,Festus Atu,Manhattan,Inwood,Entire home/apt,1,258.6376053
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,T,Manhattan,Lower East Side,Entire home/apt,16,534.885985
35892874,3 Bedroom Loft Like Triplex 2.5 Bath with Garden.,Rita,Manhattan,Harlem,Entire home/apt,16,515.0162555
19980277,"Sunny Fort Greene room with A/C, high ceilings",Adam,Brooklyn,Fort Greene,Private room,1,97.54386974
35376476,Corona's Gem,Francisco,Queens,Jackson Heights,Entire home/apt,5,159.981607
16648338,"Airy, Open South Williamsburg Apartment",Sanja,Brooklyn,Williamsburg,Private room,1,101.1063979
12113494,Cute and Cozy 1br one block from Central Park,Jemme,Manhattan,Upper East Side,Entire home/apt,16,529.5341187
29686576,Cozy NYC Downtown Room,Lana,Manhattan,Lower East Side,Private room,1,147.5647997
10272718,Comfortable Room in 3 bedroom Apt,Ariel,Manhattan,East Harlem,Private room,1,133.8999101
19019325,HUGE ROOM WITH PRIVATE KITCHEN- Manhattan -,Yifat,Manhattan,Murray Hill,Private room,1,149.5850214
31267561,Gorgeous Upper West Side Gem with sofa bed! ,Carla,Manhattan,Upper West Side,Entire home/apt,16,526.9412161
27544396,1 bedroom apt. in the heart of Upper West Side,Kirill,Manhattan,Upper West Side,Entire home/apt,1,270.9154096
11545797,Cozy room with queen bed in 4b,Pedro,Brooklyn,Bedford-Stuyvesant,Private room,1,92.71280946
30179869,GREENWICH VILLAGE w fireworks July4thRooftopView!,G,Manhattan,East Village,Entire home/apt,16,537.1380119
6854404,Beautiful Apt. Above WTC Memorial,Christian,Manhattan,Financial District,Entire home/apt,1,282.1338459
6718383,Home 4 Medical Professionals-Kngbr1,Stat,Brooklyn,East Flatbush,Private room,16,245.7722086
9427868,Grand Home On Kissena Park in Flushing NYC,Ann,Queens,Flushing,Entire home/apt,5,187.7025447
31823258,Serenity in the Gardens,Nicole And Joe,Brooklyn,Carroll Gardens,Private room,1,94.20548113
4672445,West Village upscale apartment,Jon,Manhattan,West Village,Entire home/apt,16,536.646157
4645824,"Room in front of Prospect Park, 1 block to subway",Andres Mekos,Brooklyn,Prospect-Lefferts Gardens,Private room,1,194.2511116
35935711,Spacious room near Bed- Stuy,Ruben,Brooklyn,Bedford-Stuyvesant,Private room,1,94.28103753
28052281,Private Room in a Bushwick Retreat,Morgan,Brooklyn,Bushwick,Private room,1,93.53007145
30227942,"Private Room, Bath & Entry, King Bed - NYC",Renu,Queens,Forest Hills,Entire home/apt,5,158.8895623
13044964,Stylish and cute girly shared room in Manhattan,Tanya,Manhattan,Upper East Side,Shared room,1,105.3436954
21201088,Luxury designer duplex in Bed Stuy,Chris,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,193.5251131
9779136,Cozy Room in heart of Crown Heights,Stephanie,Brooklyn,Crown Heights,Private room,16,516.9967366
1939106,Charming 1BR in the East Village,Stephanie,Manhattan,East Village,Entire home/apt,1,287.7006475
5432178,Great Space in Williamsburg's Heart,Luca,Brooklyn,Williamsburg,Private room,1,203.6653826
34834531,Cozy 2 Bed 1 Bath- Sutton place,Ash,Manhattan,Midtown,Entire home/apt,16,532.8818878
19505956,Classy Upper East Side Private Bedroom,Daniele,Manhattan,East Harlem,Private room,16,520.2173485
13997552,Modern 2-bedroom apartment near subway and parks,Negra,Queens,Astoria,Entire home/apt,5,167.4310073
13700820,Private Room with Queen-size Bed,Bryan,Manhattan,East Harlem,Private room,1,131.345387
16113842,Private room on Lovely block in Greenpoint,Dawn,Brooklyn,Greenpoint,Private room,1,277.4345977
34118020,Amazing Area - Quick walk to Metro - Spacious!,Ashley At Bedly,Manhattan,East Harlem,Private room,16,250.3769326
29129256,Large Shared Studio (your own bed) - Luxury+Views!,Wayne,Manhattan,Upper West Side,Shared room,16,197.639206
30132508,Newly Renovated Garden Apt in Brooklyn Brownstone!,Jamie,Brooklyn,Clinton Hill,Entire home/apt,1,202.0993355
20529328,Double Bed Private Retreat,Lay,Brooklyn,Bedford-Stuyvesant,Private room,1,92.83996798
7206796,The Heart of Fort Greene 2bedrooms,Tracey,Brooklyn,Fort Greene,Entire home/apt,16,522.3635684
5466630,588A Brownstone Hospitality,Dara,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,196.2059714
4089492,BUSHWICK (1 block from Jefferson L),Fagan,Brooklyn,Bushwick,Private room,1,198.0643868
24351450,"Eclectic 1BR in Brooklyn, Steps to nightlife!",Meghan,Brooklyn,Bushwick,Private room,1,92.48475343
22587700,Private Bedroom in Cozy Williamsburg Apartment!,Erin,Brooklyn,Williamsburg,Private room,1,102.5961321
10069720,Clean Modern Apartment,Timothy,Brooklyn,Crown Heights,Entire home/apt,1,197.0307866
14961122,Spacious studio with private garden in Brooklyn,Giorgia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1,194.578899
3623158,Private bedroom apartment 5A#1,Veronique Camille,Manhattan,East Harlem,Private room,16,517.0655786
12188721,"Cozy room in bushwick, Brooklyn",Jose,Brooklyn,Bushwick,Private room,1,89.96992628
36402818,SMALL STUDIO IN EXCELLENT GREENPOINT LOCATION!,Skylar,Brooklyn,Greenpoint,Entire home/apt,1,208.5694802
18387366,Bright & Airy Private Room near L/JMZ trains,Leah,Brooklyn,Bushwick,Private room,1,93.48379435
19170980,Luxury 1 Bedroom Apartment in Prime Brooklyn,Jamie,Brooklyn,Bushwick,Entire home/apt,1,197.2908823
4476605,Great 4 Families Near Parade + Park,Marc,Manhattan,Upper West Side,Entire home/apt,2,276.8126384
19280513,Charming -One bedroom -Williamsburg,Schimpff,Brooklyn,Williamsburg,Private room,1,101.0580555
9475494,Upper East Side - amazing location!,Kevin,Manhattan,Upper East Side,Entire home/apt,16,522.3255948
30891733,BEAUTIFUL AND SPACIOUS STUDIO CLOSE TO LGA AND JFK,Sonia,Queens,Corona,Entire home/apt,5,159.926109
5424994,Ideal SoHo 1BR,Steven,Manhattan,SoHo,Entire home/apt,16,535.978218
6800858,Charming and private room in W'burg,Phyl,Brooklyn,Williamsburg,Private room,16,528.2992916
4840794,1 Bedroom Apt. in Nolita/Chinatown,Bobby,Manhattan,Little Italy,Entire home/apt,1,285.8244749
10773150,Upper East Side Little Private Room,Xin,Manhattan,East Harlem,Private room,16,251.7748191
19859179,"Cozy, Quite, Private, Near LGA",Di,Queens,Elmhurst,Private room,5,82.24463581
29781403,Modern Apartment in Brooklyn with deck and yard,Maruf,Brooklyn,Kensington,Entire home/apt,1,192.4252891
7573430,"Private, renovated & furnished room",Melanie,Brooklyn,Prospect-Lefferts Gardens,Private room,1,193.6806665
4917122,Beautiful 1 br Williamsburg apt,Jamaal,Brooklyn,Williamsburg,Entire home/apt,16,528.478218
34039045,Modern Brick Exposed Brooklyn Apartment!,John,Brooklyn,Crown Heights,Entire home/apt,1,196.8919012
18674105,Charming East Village One Bedroom,Yinhang,Manhattan,East Village,Entire home/apt,1,286.1849218
34321146,Gorgeous Duplex LOFT 1.5BATH 4BEDs - East Village,Clemiro,Manhattan,East Village,Entire home/apt,16,536.9397565
27910083,"Lovely, Clean & Spacious. Your Own Woodside Room!",Kazuya,Queens,Woodside,Private room,5,85.02505499
2159898,East Village Studio,Sheila,Manhattan,East Village,Entire home/apt,16,536.1666603
30495739,Large 2 Bedroom Apartment with Full Amenities,Itay,Manhattan,Murray Hill,Entire home/apt,1,287.5044151
33999874,BRIGHT ROOM CLOSE TO MIDTOWN MANHATTAN,Meela,Queens,Long Island City,Private room,5,87.12343862
6792888,ONE BR SUNNY APT-15 MIN FROM TIMESQ,Uros,Queens,Sunnyside,Entire home/apt,5,94.64233382
13991526,Brooklyn Apartment,Thomas,Brooklyn,Greenpoint,Entire home/apt,1,204.0124762
26839646,Best Apartment Alphabet City Luxury & Comfort !!,Monica,Manhattan,East Village,Entire home/apt,16,535.7916509
